nu,nx7000,nx400
0.00049550525387834882, 24.617119703582208, 5.0908554670974588
0.00011033326735332297, 42.423066677613278, 10.797040530850971
0.00052092978962267015, 24.046728416027932, 4.961724304854676
0.00066468297578856821, 21.398474116362543, 4.376219476085331
0.00083510940097053239, 19.124682282346495, 3.8880619593429109
0.00084061558896535052, 19.062230877580628, 3.8748069238925078
0.00082957016651216654, 19.188096985191759, 3.9015290474468092
0.00073820696294270597, 20.32807449441659, 4.1449974769493032
0.00086718598703419746, 18.7687896722007, 3.8126230237102856
0.00071654653940520408, 20.627559289098262, 4.2094199511863817
4.102173554928134e-05, 49.534652739425844, 16.64329941825001
0.00099069439836794136, 17.555510867388403, 3.5571188571830819
0.00044553668787361762, 25.856290167601141, 5.3758866928108207
0.00094318408285859749, 17.995371855710943, 3.6494632758207479
0.0007137312367162293, 20.667407129666394, 4.2180070206306501
0.00011868128184419386, 41.696445534030161, 10.424246462016256
0.00086261398429034869, 18.818370814180572, 3.8231187243771094
0.00054112300153013877, 23.619037540875549, 4.8656720419868291
0.00010717333137284161, 42.704815719339948, 10.948489771103459
0.00091314411778376328, 18.290136074557001, 3.7115244340868361
0.00063111231677508432, 21.942980565699315, 4.494931636663865
0.00019674371498815037, 35.995135285345, 8.1292097275966384
2.6212595585613989e-05, 51.328196119158257, 19.411339863813872
0.0009568251129979141, 17.865896788333366, 3.6222487510375148
0.00070814159872686509, 20.747171919097092, 4.2352070836122184
2.8611323766469798e-05, 51.030753479210752, 18.827433088520849
0.00079799286702198673, 19.561335826903765, 3.9809504122958574
0.00041602202005054211, 26.673533918534467, 5.567662292416121
0.00071367404248644695, 20.668218913912643, 4.2181819953158159
0.00042880503847355072, 26.311032399709362, 5.4821957917459967
0.00083271508568193739, 19.152020116959015, 3.8938666270744275
0.00046621784144651555, 25.322949933275851, 5.2524101567537516
0.00099862880346168726, 17.484983433490815, 3.5423410142444083
0.00098383924835805615, 17.617098553752299, 3.5700299100509603
0.00071498353703586845, 20.649655207358364, 4.2141810921724874
0.0002508566551676669, 32.973714961390833, 7.1969929519601852
0.00037510359316528274, 27.931567364824723, 5.8697246167818262
0.00021997340426923228, 34.619725174250391, 7.6880029261935388
0.00085485285522568283, 18.903392934729464, 3.8411273355820557
0.00046753825055121756, 25.289918763413514, 5.2448038352159729
0.00085409402087840546, 18.911764396430442, 3.8429012241538887
0.0002276401852488308, 34.192663334276915, 7.5570518237256481
0.0007731610220543672, 19.869720523820373, 4.0467821312637531
0.0006351398524848986, 21.875590193777271, 4.4801967356088195
0.00046004238240732859, 25.479026818261787, 5.2884145231786945
0.00010848686749251107, 42.587243615194787, 10.884797465865022
0.00046376878641180138, 25.384531056790006, 5.2666033471048621
0.00017155916141017044, 37.638353749833897, 8.7021843932464016
0.00092021811851932748, 18.219492969584966, 3.6966374779503592
0.000344277196290677, 28.991358879079399, 6.1316162896758648
9.2386950856861313e-05, 44.073898017671134, 11.747740806213077
0.00050533917456134297, 24.39207786685089, 5.0397624836227157
0.00094246287603980941, 18.002291477753065, 3.6509184977080169
7.5938120730218361e-05, 45.699411234073054, 12.864544810632788
0.00078643426181410807, 19.703183621617175, 4.011206865812051
0.00050600032708464165, 24.377152005482429, 5.036380562692365
0.00014683344593641797, 39.425173817759486, 9.3968121216098126
0.00089647288299651135, 18.459738741276077, 3.7473007468769057
0.00014704997705445135, 39.408718562284285, 9.3900129043908542
0.00030068548049599897, 30.687363934410566, 6.5676705626332144
0.00016244282158101909, 38.276022246802462, 8.9405324871313621
0.00051102992350638495, 24.264430708349565, 5.010866961053634
0.00074240960116003795, 20.271379760578643, 4.1328243760944892
0.00095044500979594114, 17.926124345830733, 3.6349046288669751
0.000114673868267255, 42.042081692905342, 10.598501197177111
0.00082314256853401394, 19.262433823951422, 3.9173254461474092
0.00094507088307845758, 17.977304546161768, 3.6456640281910473
0.00014803229897211007, 39.334252986587842, 9.359345943851995
0.00082470627140936723, 19.24427412417343, 3.9134655699629448
0.00089615177063137813, 18.46304942080571, 3.7479996066110655
0.00015229884702721045, 39.014328880633286, 9.2294494194836059
0.00078811884735685187, 19.68232892200486, 4.0067559487385136
0.00020206450549910097, 35.668810306616898, 8.0216547800634679
6.2829705011921378e-05, 47.076167674481994, 13.999277390594893
0.00058387127959197177, 22.779635902923044, 4.6789305392327529
4.0940447388798369e-05, 49.544220237182174, 16.655542247596692
0.00041730345525141041, 26.636580981684634, 5.5589196088256294
0.00032246326702458337, 29.808653553359701, 6.3389214917454186
0.00098796166031916706, 17.579988956296017, 3.5622496528282661
0.00019858603383531991, 35.881359175539444, 8.0914944403496403
0.0006408976371209288, 21.780253011800887, 4.4593721573125586
0.00058854249945762582, 22.692898155184348, 4.659760150347191
0.0003325018513667988, 29.425125972703974, 6.2410221265151593
0.00032576560079575093, 29.681048942371277, 6.3062239367845159
0.00094788178171744991, 17.950483520992236, 3.6400250179961389
0.00096788583708580533, 17.76283030256424, 3.6006046424148925
1.9415918656297141e-05, 52.185625202367824, 21.366254023540915
0.00026504096441653396, 32.279926827657398, 7.0002181867654141
0.00092593199282797582, 18.162993823901751, 3.6847372655333794
0.00021859317144826032, 34.697973398912872, 7.7122883685700208
