nu, nx7000, nx400
0.00037178910257474164, 16.419730200149765, 14.9216285455733
0.00063230571873748673, 14.21196437133966, 13.390644239420263
0.00018039493703683046, 19.167855470666797, 16.407187740555379
0.00032758383526825929, 16.929613304580453, 15.232725458056715
5.2327958048823233e-05, 22.518050905593466, 17.63717153624895
0.00015298398191507321, 19.724174571690366, 16.652572568295792
0.000544971994223557, 14.836605479618962, 13.853108936986525
0.00082238629588117008, 13.107692555096465, 12.521889823105838
0.00043889021141736489, 15.739093060844814, 14.481010586023894
0.00025499245863850337, 17.907065947347199, 15.783496045964368
0.00067162639041634588, 13.958093827099987, 13.196505000469156
0.00030119184627473889, 17.262466382979639, 15.426994776688568
0.00017858322664234233, 19.202801045469858, 16.423125917863413
0.00082535408297016105, 13.092618156934524, 12.509611140679695
0.00067794655019105397, 13.91868342991391, 13.166057496103317
0.0008340888178898165, 13.048578991710434, 12.473678564913225
0.00030858348771243432, 17.166880490554821, 15.371918482838849
0.00068812660291500921, 13.855976504254247, 13.117442563825959
0.00058748599327788312, 14.521189508070098, 13.62234057566787
0.00061978941368339639, 14.296085051384415, 13.454199746478684
0.00090302053056840912, 12.717212521265267, 12.200458681293949
4.7230234589035365e-05, 22.708695129441793, 17.690782107926854
0.00095049519985905713, 12.504274015286878, 12.022319340204005
0.00053256193046980664, 14.933162982871583, 13.922604609079771
0.00074554047481313363, 13.519069803213334, 12.852759655951061
0.00088422157740352986, 12.804854215383061, 12.273202848194064
0.00063984186382769117, 14.162108558737215, 13.352793775307441
0.0001160793252487323, 20.583713372829752, 16.997797347100935
0.00084923297328615393, 12.97336029422965, 12.41209736121948
0.0004918947211652795, 15.265311157120577, 14.157468535589482
0.00015137184048594362, 19.758865626637593, 16.66729171325871
0.00052285141747943314, 15.010229085284575, 13.977680013192801
0.00025643872696434365, 17.885535265816277, 15.77200551214862
0.00027218308657059158, 17.657095479464257, 15.648321395023688
0.00049683869744368797, 15.223573988470692, 14.12831626410375
0.00099862448873987587, 12.299760056207115, 11.849422288728944
0.00046064470443403635, 15.538561585434461, 14.345734776856476
0.00028350862441419637, 17.499165774971772, 15.560915277742989
0.00086133625998353457, 12.914253725462618, 12.363524355325062
0.00079284137440796955, 13.260937064315346, 12.646102369023113
0.00079652644793435897, 13.241501142236963, 12.630410657385569
0.00017332923580415339, 19.30553051501138, 16.469568812925839
0.00065333993032159641, 14.074256671320756, 13.285768008940765
0.00043254192522076647, 15.799325244500642, 14.521160818269868
0.00097771627796304863, 12.387267947490548, 11.92361388748701
3.1990294341548717e-05, 23.324160921505996, 17.853341978733752
0.000699119980307885, 13.789304578160264, 13.065527503807719
0.00060438115971756944, 14.401979702237535, 13.53364997069756
0.00097073853919253954, 12.416923030106306, 11.948684741589453
0.00059218965168949568, 14.487667007652481, 13.597481018154831
0.00046325818192833896, 15.515059793779857, 14.329720053012114
0.00058757351171960341, 14.520563379283734, 13.621876833551577
3.380953409451784e-05, 23.246741891839857, 17.833754831236394
0.00092011313279435111, 12.639196127287896, 12.135419369519308
0.00073136622622564391, 13.599717802858482, 12.916646776738597
0.00091879244611367495, 12.645168826593491, 12.140407957684145
0.000289088068929575, 17.423218528196319, 15.518327739227155
0.00082288551050906089, 13.105152892642531, 12.519821917280206
0.00025850467282704712, 17.854942924633168, 15.755629606284371
0.00077492427442835631, 13.356792963766068, 12.723224862926996
0.00050289589472328261, 15.17296825369948, 14.092829870797974
0.00079216921074828233, 13.264492339977727, 12.648970774736867
0.0002968781283793822, 17.319143137549307, 15.459381055882252
0.00097945807576792026, 12.379901015841023, 11.917380127310055
0.00090812367273832625, 12.693756250741595, 12.180932042844729
0.00067800912646767111, 13.918295078477616, 13.165757056105228
0.00098642307386027288, 12.350583397514866, 11.892549940429053
